89.611324,91.532486,1.921162
39.001815,78.314234,39.312419
39.520957,78.556639,39.035682
30.122976,89.701047,59.578071
31.747277,81.624133,49.876856
41.343708,78.888043,37.544335
39.9653,89.789365,49.824065
27.74908,87.220782,59.471702
37.796687,80.136055,42.339368
39.438489,87.959079,48.52059
29.953363,91.344339,61.390976
30.204835,79.722018,49.517183
39.654086,77.811327,38.157241
31.60355,90.301716,58.698166
28.323309,88.281871,59.958562
40.780373,78.957727,38.177354
41.166009,81.501041,40.335032
28.755117,90.466416,61.711299
31.605879,80.509586,48.903707
38.840425,89.109573,50.269148
30.947721,80.82016,49.872439
38.090707,80.02389,41.933183
38.789759,79.87714,41.087381
39.93623,80.40296,40.46673
38.426395,79.452378,41.025983
31.737796,81.749902,50.012106
29.012524,88.531269,59.518745
41.947653,80.983654,39.036001
38.834142,88.538093,49.703951
29.674663,88.977846,59.303183
39.292448,78.363129,39.070681
29.584171,80.777223,51.193052
30.168761,88.59447,58.425709
40.548272,78.750883,38.202611
40.432237,82.145423,41.713186
31.010753,80.668073,49.65732
28.220793,78.13653,49.915737
39.998427,79.845427,39.847
28.065234,90.187634,62.1224
31.329608,80.935545,49.605937
40.121378,79.899085,39.777707
38.013231,90.11636,52.103129
29.592913,80.245625,50.652712
40.781068,81.492716,40.711648
39.803523,77.956813,38.15329
30.547385,81.176265,50.62888
31.54741,82.034417,50.487007
38.808588,79.417112,40.608524
30.406194,90.458256,60.052062
41.082547,80.949243,39.866696
40.507793,89.395189,48.887396
30.965225,80.551076,49.585851
41.058325,81.124681,40.066356
30.46418,90.068717,59.604537
40.82709,81.000079,40.172989
38.311313,88.011682,49.700369
30.169676,79.623679,49.454003
40.119512,80.987505,40.867993
40.652546,80.915823,40.263277
37.771494,87.747829,49.976335
29.193497,89.42766,60.234163
40.095383,79.561473,39.46609
38.375254,88.861836,50.486582
29.630801,89.689441,60.05864
28.827872,81.562925,52.735053
38.912674,89.335251,50.422577
31.806015,81.462305,49.65629
38.43036,81.309267,42.878907
39.259126,80.892597,41.633471
40.236133,90.257608,50.021475
31.841709,90.026493,58.184784
41.642923,79.107939,37.465016
39.806793,80.060733,40.25394
28.963318,88.204943,59.241625
40.301336,79.789139,39.487803
38.214229,79.161704,40.947475
39.705279,80.592445,40.887166
29.944568,88.526283,58.581715
38.550385,78.824879,40.274494
29.95859,91.106179,61.147589
31.672451,91.362966,59.690515
29.133921,80.417837,51.283916
31.784185,81.364955,49.58077
37.373288,88.146785,50.773497
29.148813,87.931839,58.783026
31.061351,80.072218,49.010867
29.52443,79.550048,50.025618
30.72555,89.357336,58.631786
39.163142,78.78365,39.620508
41.017532,81.137172,40.11964
31.284072,91.461717,60.177645
40.863133,79.682177,38.819044
39.272862,80.45489,41.182028
29.674321,88.797984,59.123663
41.449026,80.342672,38.893646
40.523699,89.91579,49.392091
30.063935,81.248496,51.184561
28.726584,79.311645,50.585061
39.33913,80.141964,40.802834
28.572846,89.713705,61.140859
40.467566,78.499371,38.031805
40.603691,79.924913,39.321222
41.144864,88.749432,47.604568
28.692387,79.052561,50.360174
41.869214,80.446485,38.577271
39.170355,90.543082,51.372727
39.177846,79.281925,40.104079
39.71537,78.443433,38.728063
30.055452,81.223129,51.167677
40.476742,78.831068,38.354326
40.379322,78.321493,37.942171
31.437434,79.52836,48.090926
39.181617,79.255071,40.073454
40.757714,79.942732,39.185018
30.115174,89.339974,59.2248
31.130389,81.566184,50.435795
39.756341,80.096201,40.33986
30.460332,90.030616,59.570284
31.620591,81.568781,49.94819
40.627029,79.699279,39.07225
28.115103,88.645304,60.530201
29.719459,79.886515,50.167056
38.87054,80.309608,41.439068
40.904933,80.390302,39.485369
29.555765,82.12,52.564235
40.146971,79.962709,39.815738
40.792808,78.390932,37.598124
30.107233,81.632603,51.52537
28.321653,88.688046,60.366393
39.424459,79.760539,40.33608
40.242186,89.137542,48.895356
28.246431,88.900757,60.654326
42.207895,81.870587,39.662692
40.380227,79.294829,38.914602
31.039908,79.91582,48.875912
39.598704,78.350793,38.752089
40.88864,79.902031,39.013391
32.224712,89.5716,57.346888
39.478657,79.442977,39.96432
39.893792,79.623926,39.730134
39.701398,90.051626,50.350228
32.864724,80.758372,47.893648
38.102454,78.864851,40.762397
40.321048,89.951798,49.63075
29.003203,90.986974,61.983771
41.860538,81.421215,39.560677
31.936439,90.509634,58.573195
30.617377,78.855502,48.238125
39.956094,79.443812,39.487718
28.590589,88.630036,60.039447
30.158028,79.817265,49.659237
41.543099,83.559828,42.016729
30.44707,80.313225,49.866155
40.913197,78.678027,37.76483
42.329843,80.993162,38.663319
40.57518,88.43149,47.85631
29.464734,88.089095,58.624361
41.387948,82.845811,41.457863
30.698302,89.803548,59.105246
38.621406,80.784114,42.162708
31.456086,82.118079,50.661993
31.280322,90.920089,59.639767
29.501646,79.413682,49.912036
40.592639,79.636872,39.044233
38.929697,88.093539,49.163842
31.298075,91.639098,60.341023
39.839056,79.259436,39.42038
37.751651,79.50675,41.755099
37.441579,88.557777,51.116198
30.430822,80.593558,50.162736
39.38429,78.627729,39.243439
29.155083,91.258487,62.103404
38.444112,79.460916,41.016804
37.672586,89.311281,51.638695
27.349547,88.641956,61.292409
30.468073,79.714429,49.246356
39.698675,80.321061,40.622386
39.140983,88.76762,49.626637
30.613791,81.572884,50.959093
39.444854,78.36989,38.925036
30.161401,91.825889,61.664488
29.955241,88.184316,58.229075
42.868489,80.941642,38.073153
41.288905,90.679045,49.39014
31.475471,81.665531,50.19006
41.467255,80.186985,38.71973
40.382684,79.698175,39.315491
30.654371,82.552948,51.898577
38.790862,77.961807,39.170945
41.660542,79.985718,38.325176
28.483513,87.645382,59.161869
39.250837,89.29856,50.047723
38.914685,79.827756,40.913071
30.49093,91.187057,60.696127
39.136045,80.527139,41.391094
29.023663,90.37608,61.352417
29.824336,80.579733,50.755397
39.983955,80.138125,40.15417
41.538992,81.52952,39.990528
29.140813,89.408703,60.26789
38.207209,79.443724,41.236515
39.48738,80.001108,40.513728
30.889047,80.917055,50.028008
38.426016,78.9373,40.511284
37.207896,89.13263,51.924734
29.138172,80.340301,51.202129
38.968061,80.073272,41.105211
29.292497,90.199141,60.906644
39.835052,79.442749,39.607697
29.431782,79.450593,50.018811
27.526144,87.387694,59.86155
41.260651,80.366476,39.105825
39.063359,78.977481,39.914122
29.271348,88.786833,59.515485
31.963235,79.955399,47.992164
31.471525,80.980492,49.508967
40.193332,78.814526,38.621194
31.104619,90.33981,59.235191
38.772641,79.015765,40.243124
42.331622,81.165272,38.83365
30.628897,91.262631,60.633734
39.4169,78.936772,39.519872
38.844443,79.006416,40.161973
32.083191,90.286705,58.203514
30.065894,78.95636,48.890466
40.275291,81.622299,41.347008
29.857797,80.704369,50.846572
28.464817,79.557168,51.092351
38.732467,88.824711,50.092244
29.116406,79.359242,50.242836
38.011762,78.590279,40.578517
30.183922,89.286795,59.102873
29.622493,80.368498,50.746005
39.703161,80.149244,40.446083
29.413869,89.150009,59.73614
28.562885,80.904523,52.341638
40.847393,79.659162,38.811769
40.748418,90.184758,49.43634
31.030442,81.362749,50.332307
38.31382,79.699968,41.386148
41.290581,79.884043,38.593462
29.329051,87.440002,58.110951
37.675586,78.553487,40.877901
38.395319,80.448624,42.053305
31.330601,80.498787,49.168186
30.722798,80.022726,49.299928
39.603757,79.092265,39.488508
32.714269,90.645035,57.930766
39.242191,79.360405,40.118214
38.923878,80.077355,41.153477
30.302854,90.16524,59.862386
30.252453,79.721356,49.468903
40.552793,81.102832,40.550039
39.770423,79.470036,39.699613
30.931095,89.354869,58.423774
29.890942,80.720042,50.8291
38.571348,79.353965,40.782617
30.356864,80.917725,50.560861
30.01185,80.819475,50.807625
40.974649,82.741236,41.766587
31.031695,81.881337,50.849642
37.274807,78.568947,41.29414
29.780572,81.45654,51.675968
38.129633,87.657395,49.527762
30.816614,79.759092,48.942478
31.945138,90.270419,58.325281
38.569142,80.28096,41.711818
41.70722,79.281033,37.573813
39.164878,87.653349,48.488471
30.55256,82.360017,51.807457
39.235234,89.4993,50.264066
39.204459,89.494706,50.290247
31.758971,81.630218,49.871247
39.426656,79.691801,40.265145
38.052479,90.422957,52.370478
29.386885,90.446958,61.060073
39.309113,79.506474,40.197361
39.366609,88.264555,48.897946
30.916307,79.681251,48.764944
41.050509,79.998288,38.947779
30.766107,90.485097,59.71899
29.733292,81.04593,51.312638
37.719595,77.79254,40.072945
30.580377,91.807182,61.226805
30.073928,81.311744,51.237816
38.625917,77.649379,39.023462
37.631089,80.396894,42.765805
28.874847,79.652217,50.77737
30.5505,79.513786,48.963286
40.306467,80.59334,40.286873
40.27501,80.161939,39.886929
29.499016,80.041634,50.542618
28.515195,78.735213,50.220018
40.09055,78.31738,38.22683
27.846055,87.740424,59.894369
28.308969,79.726815,51.417846
39.564208,79.913828,40.34962
39.83162,79.384524,39.552904
30.590359,78.961629,48.37127
