76.455079,40.761198
27.38684,96.892487
29.51579,94.197881
26.784916,94.114416
33.953759,87.11006
32.406804,90.984016
29.014739,88.703368
27.690611,95.682788
35.230648,85.791948
34.497357,86.168112
31.269409,89.449918
31.313376,85.881893
30.761201,86.892155
33.302592,84.181279
27.839361,95.417636
27.670123,89.47892
27.269921,93.475776
33.188274,101.840499
31.161209,101.257683
28.870164,86.571007
28.61856,87.52506
34.116586,85.415561
32.282032,77.377036
36.03009,81.266888
30.357268,85.32595
28.981004,78.332177
26.226076,94.357631
34.477369,85.790144
33.452864,84.10604
31.689645,84.646697
29.194259,97.032489
26.892891,94.258689
26.333431,95.27403
36.055378,82.93606
32.181556,85.366444
31.152553,85.261039
31.113288,83.17798
29.431732,93.516034
38.099049,83.136507
34.555788,84.932095
32.404849,86.390402
31.884249,85.278627
30.04651,85.978863
29.78762,93.307116
28.098761,93.737861
26.574059,93.388484
35.084225,84.322284
33.007678,86.403742
33.196591,84.23679
30.179128,89.130882
29.926445,84.676043
28.155605,93.139051
27.930433,93.814535
39.23632,81.353142
32.551239,85.979266
31.8791,84.916396
29.437747,85.977081
28.905303,95.435955
28.169719,95.13864
27.51887,94.045348
33.775788,86.893294
31.545932,87.618965
31.816482,86.41392
30.237786,94.989223
29.735777,90.276829
28.913467,94.465835
28.792677,93.03686
37.982708,82.220862
33.108833,86.946961
30.235562,89.861713
30.451156,85.682883
28.335332,86.850933
28.576484,86.343343
35.208542,86.649221
32.098597,87.762997
32.422625,78.090985
30.116743,86.486922
30.22181,94.191673
31.22231,82.69241
28.990833,87.276117
27.235346,94.337406
33.073311,86.307743
32.257581,85.362017
32.919037,85.288189
29.645206,102.299721
29.559493,93.24179
27.213558,93.753295
33.306418,87.006154
32.399462,79.140609
32.3856,93.671465
30.960435,102.235884
30.44711,94.018875
28.621326,93.719861
28.322884,94.617834
26.864877,94.42631
34.066034,84.613247
30.485775,86.50544
33.665703,83.439879
28.159302,86.744095
26.608148,99.774476
27.064477,95.228411
33.968679,86.492438
