0.132491,13.297245,79.348465,66.051216
0.146928,13.569927,78.82331,65.25339
0.159438,13.690869,78.78481,65.09394
0.144361,13.114709,80.100426,66.98572
0.136341,13.812774,79.937454,66.12468
0.15174,13.726479,79.67247,65.946
0.144682,13.794168,78.95837,65.1642
0.191198,13.300774,80.370865,67.07009
0.145003,13.690228,79.68146,65.99123
0.139228,13.778127,79.678246,65.90012
0.141794,13.473044,79.319595,65.84655
0.153664,13.881425,79.037285,65.15586
0.137945,13.352102,80.27879,66.92669
0.147889,14.792824,79.78989,64.99706
0.139549,14.033165,80.03819,66.00503
0.207238,13.221215,80.35033,67.12911
0.14404,13.644353,79.477425,65.83307
0.13602,13.668092,79.837685,66.16959
0.167138,13.404393,79.30612,65.901726
0.137624,13.39894,79.48384,66.08491
0.162005,13.99531,79.94387,65.94856
0.133454,13.598799,80.13283,66.53403
0.145323,14.030919,79.92238,65.89146
0.137304,13.738669,79.65996,65.921295
0.065123,12.782679,79.53196,66.74928
0.153664,13.268053,80.17164,66.90359
0.14404,13.852874,79.06198,65.209114
0.054216,13.301737,79.788284,66.48655
0.144361,13.836834,79.76454,65.92771
0.143399,13.794809,79.90185,66.10704
0.137624,13.710117,79.649376,65.93926
0.06801,12.903621,79.63302,66.72939
0.139549,14.06685,80.19218,66.12532
0.180932,13.543621,79.345894,65.80228
0.13987,13.614198,79.57848,65.96428
0.124792,12.686438,80.14502,67.45857
0.134737,13.403431,79.23105,65.82762
0.067369,12.730709,79.38792,66.65722
0.143719,13.857365,80.62718,66.76981
0.167779,14.006859,80.04236,66.0355
0.141153,14.031241,79.51271,65.48147
0.042987,12.793907,78.787384,65.99347
0.157193,14.028032,79.77321,65.74518
0.135058,13.214799,80.068344,66.853546
0.140191,13.47112,79.33948,65.86836
0.133454,13.175341,79.95542,66.78008
0.047479,12.929606,78.75178,65.82217
0.156231,13.388353,79.2057,65.81735
0.159439,13.230519,79.20699,65.97647
0.137304,13.688945,79.528114,65.839165
0.150777,13.588213,79.489296,65.901085
0.195048,13.455401,78.6613,65.2059
0.136662,13.907732,79.89992,65.992195
0.161042,13.770428,79.47614,65.70572
0.0879,14.005576,79.879395,65.87382
0.025664,13.082949,79.56276,66.47981
0.162968,13.307511,79.19287,65.88536
0.12383,13.448664,78.628265,65.1796
0.117734,13.072042,79.89575,66.823715
0.128,13.541055,79.47421,65.93317
0.133453,12.992483,79.95222,66.959724
0.146286,13.393486,79.30291,65.909424
0.04812,12.950138,78.86406,65.91392
0.163288,13.780373,79.357445,65.57707
0.142115,14.055621,79.86752,65.8119
0.140511,13.909657,79.73247,65.82281
0.105864,13.865385,79.09567,65.230286
0.061594,13.25105,79.63141,66.38036
0.149494,14.032203,80.78149,66.74928
0.15591,13.752463,79.57175,65.81928
0.129604,13.751821,79.406525,65.65471
0.056461,13.007882,79.7068,66.69892
0.111639,13.259712,79.22206,65.96236
0.14404,13.058568,80.0337,66.97513
0.064161,12.884052,79.51913,66.63508
0.139229,13.610028,79.637184,66.02716
0.170666,14.528162,79.6898,65.16164
0.150456,13.582759,79.348145,65.76538
0.135379,13.267411,79.447914,66.180504
0.137945,14.004293,79.36514,65.360855
0.145323,13.290187,79.1255,65.83532
0.134095,13.924092,79.76134,65.83724
0.019248,12.604634,79.46267,66.85803
0.041063,13.090008,79.10465,66.01465
0.051008,12.412473,79.8194,67.40693
0.133454,13.674509,79.36643,65.69192
0.09592,13.974138,79.319275,65.34513
0.052612,13.011732,79.50726,66.49553
0.219107,13.140373,80.00098,66.8606
0.270116,13.19106,79.007126,65.81607
0.136983,13.012373,79.53261,66.52023
0.149173,12.440383,79.26281,66.822426
0.157835,13.98312,79.85148,65.86836
0.164893,13.993065,79.71258,65.71951
0.142757,13.369426,79.139305,65.769875
0.046516,13.188814,79.768394,66.57958
0.140511,14.07936,79.80978,65.730415
0.152701,13.739631,79.06039,65.320755
0.150135,13.619651,79.56019,65.940544
0.136982,13.432303,79.23554,65.80324
