0.196652,12.200103,62.138077,49.937973
0.039779,11.280042,61.327087,50.047043
0.133774,11.363129,61.51861,50.155476
0.134737,11.645756,60.966503,49.32075
0.153985,12.042267,62.52432,50.482056
0.044591,11.089165,61.87919,50.790024
0.136982,11.506528,61.37296,49.866432
0.050046,10.724092,60.618755,49.894665
0.13602,12.165135,62.189404,50.02427
0.068652,11.220694,61.242077,50.02138
0.194727,11.574859,61.453804,49.878944
0.145964,12.083651,62.010715,49.927063
0.137945,12.067932,62.0768,50.008873
0.163289,12.375261,60.916782,48.54152
0.26402,11.853315,61.88304,50.029724
0.138266,11.674949,61.91961,50.24466
0.145965,11.705747,60.941483,49.235737
0.158155,12.163851,61.45509,49.291237
0.173875,12.092634,62.023872,49.931236
0.155269,11.813215,61.51187,49.698654
0.060631,11.648322,62.25196,50.60364
0.145965,11.388473,61.422367,50.033894
0.138587,11.895982,62.629864,50.733883
0.134416,11.242828,60.656612,49.413784
0.140832,11.307952,61.098354,49.790405
0.145323,12.348634,61.906776,49.558144
0.137303,11.922608,61.970295,50.047688
0.168741,12.11958,61.946556,49.826977
0.140511,12.074027,61.952328,49.878304
0.167138,11.960463,61.317783,49.35732
0.170346,12.336443,61.170536,48.83409
0.05197,11.225826,61.80476,50.578938
0.137303,11.736543,61.72071,49.98417
0.146607,11.229997,61.138775,49.90878
0.160401,11.858127,61.949764,50.091637
0.136983,11.462258,60.656612,49.19435
0.041704,10.926518,60.777554,49.851036
0.042988,11.366659,61.729378,50.362717
0.149493,12.073385,61.955215,49.881832
0.163289,10.796273,60.789104,49.992832
0.117414,11.998639,61.972546,49.973904
0.141795,11.156854,61.19524,50.038383
0.081484,11.661155,61.671627,50.01047
0.057423,10.783119,60.757023,49.973904
0.116772,11.908493,61.77461,49.86611
0.045874,11.152362,61.937572,50.785213
0.134737,12.866408,62.01168,49.14527
0.0401,11.017305,61.06756,50.050255
0.115489,11.11515,61.161552,50.046406
0.039779,11.132794,61.122097,49.9893
0.154626,11.862939,61.017193,49.154255
0.158155,11.788192,61.738674,49.950485
0.137624,11.599881,60.834015,49.23413
0.109073,10.946087,61.205505,50.259415
0.153664,12.114448,62.050495,49.936047
0.140191,11.869997,60.945656,49.075657
0.101694,11.757074,61.70724,49.950165
0.069293,11.089165,61.36366,50.274494
0.13987,12.038097,62.22084,50.182743
0.144041,11.944103,61.301422,49.35732
0.044912,10.747189,60.890476,50.143288
0.049725,11.832784,61.886566,50.053783
0.134416,11.819952,61.017834,49.19788
0.11581,11.985486,61.272552,49.287064
0.122547,11.317576,61.1237,49.806126
0.140832,10.8075,60.7474,49.939896
0.153664,11.241867,61.16412,49.922253
0.038817,11.410929,61.408894,49.997963
0.073143,11.263681,62.02034,50.75666
0.062877,11.054839,61.368793,50.313953
0.134096,11.74296,60.912292,49.16933
0.145644,11.779851,60.866737,49.086884
0.043629,10.689766,61.64468,50.954914
0.042025,10.570428,60.646988,50.07656
0.137624,12.129847,62.198383,50.06854
0.142757,12.026548,61.935966,49.909424
0.042025,10.769004,60.63383,49.864834
0.068331,11.42344,61.46824,50.0448
0.132812,11.4953,60.76729,49.271988
0.137945,11.591861,60.90395,49.312088
0.048761,11.394568,62.160534,50.765965
0.142436,11.118037,60.846848,49.72881
0.134736,11.219731,61.200047,49.98032
0.126075,12.5594,61.311687,48.75229
0.142436,11.657947,60.90299,49.24504
0.063519,11.196313,61.35949,50.163177
0.135058,11.7991,61.57988,49.78078
0.065123,11.096543,61.086163,49.989624
0.149493,11.506849,60.68837,49.18152
0.141794,10.504984,61.504494,50.999508
0.090787,11.253095,61.22732,49.974224
0.14789,11.716975,61.634735,49.91776
0.141795,12.612654,61.269024,48.65637
0.159759,10.917214,60.945976,50.02876
0.151418,12.103861,62.144814,50.04095
0.13602,12.192403,61.36045,49.16805
0.137945,11.261114,60.47696,49.215847
0.157514,13.57089,61.34313,47.77224
0.17965,11.580634,61.671307,50.090675
0.129924,11.830217,61.258118,49.427895
